id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
657803,Landing Page Submission,Google,No,No,0,6.0,32,6.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,15.0,18.0,No
581165,Landing Page Submission,Direct Traffic,No,No,0,2.0,1982,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
635449,Landing Page Submission,Google,No,No,1,2.0,1182,2.0,SMS Sent,"Banking, Investment And Insurance",Student,No,No,No,No,No,No,15.0,18.0,No
631747,API,Chat,No,No,0,1.0,241,1.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
647930,API,Google,No,No,1,2.0,1014,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
641481,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
624438,Landing Page Submission,Direct Traffic,No,No,1,5.0,745,5.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
613574,Landing Page Submission,Direct Traffic,No,No,1,4.0,1502,2.0,SMS Sent,Business Administration,Working Professional,No,No,No,No,No,No,,,No
579546,Landing Page Submission,Direct Traffic,No,No,0,2.0,238,2.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,19.0,Yes
605214,API,Chat,No,No,0,2.0,31,2.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
651570,API,Google,No,No,0,6.0,234,6.0,Chat Conversation,,,No,No,No,No,No,No,14.0,15.0,No
602451,Landing Page Submission,Direct Traffic,Yes,No,0,6.0,296,3.0,Unsubscribed,E-COMMERCE,,No,No,No,No,No,No,,,Yes
595222,Landing Page Submission,Google,No,No,0,5.0,461,5.0,Email Opened,International Business,,No,No,No,No,No,No,,,No
645441,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
623158,Landing Page Submission,Direct Traffic,No,No,0,2.0,334,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
645725,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
626216,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
594700,API,Chat,Yes,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
604872,Landing Page Submission,Direct Traffic,No,No,0,3.0,1709,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
609838,Landing Page Submission,Direct Traffic,No,No,1,2.0,640,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
655119,Landing Page Submission,Organic Search,No,No,0,3.0,23,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,18.0,Yes
628149,API,Google,No,No,0,2.0,234,2.0,Chat Conversation,,,No,No,No,No,No,No,,,No
605332,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,,,No
634627,Landing Page Submission,Organic Search,No,No,1,3.0,140,3.0,SMS Sent,International Business,Working Professional,No,No,No,No,No,No,15.0,19.0,Yes
630712,API,Google,No,No,0,2.0,130,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
595902,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
581796,Landing Page Submission,Direct Traffic,No,No,1,2.0,739,2.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,14.0,18.0,Yes
584237,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
589355,API,Google,No,No,1,2.0,700,2.0,Had a Phone Conversation,Select,Working Professional,No,No,No,No,No,No,15.0,15.0,No
659287,API,Organic Search,No,No,0,3.0,273,3.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
632017,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
642875,API,Google,No,No,0,4.0,46,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
600258,Landing Page Submission,Organic Search,No,No,1,7.0,1149,3.5,Email Opened,"Banking, Investment And Insurance",Student,No,No,No,No,No,No,,,No
628048,API,Google,No,No,1,2.0,1257,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
586640,Landing Page Submission,Google,No,No,0,12.0,669,12.0,Email Opened,International Business,,No,No,No,No,No,No,16.0,18.0,No
632870,Landing Page Submission,Google,No,No,0,4.0,257,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
603542,API,Google,No,No,0,2.0,235,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
634647,Lead Add Form,Reference,No,No,1,2.0,1194,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
607345,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
653337,Landing Page Submission,Organic Search,No,No,0,6.0,634,6.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,14.0,18.0,No
626942,API,Google,No,No,0,9.0,99,2.25,Email Opened,Human Resource Management,,No,No,No,No,No,No,15.0,16.0,Yes
627692,Landing Page Submission,Direct Traffic,No,No,0,9.0,426,4.5,Page Visited on Website,International Business,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
597968,Landing Page Submission,Direct Traffic,No,No,0,2.0,33,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
602759,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
634029,Lead Add Form,Reference,No,No,1,,28,,Had a Phone Conversation,Business Administration,Working Professional,No,No,No,No,No,No,14.0,19.0,No
607939,Landing Page Submission,Direct Traffic,Yes,No,0,4.0,140,4.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
582193,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
621168,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,241,1.0,Email Bounced,Select,Student,No,No,No,No,No,No,,,No
653104,API,Organic Search,No,No,0,3.0,306,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
594137,Landing Page Submission,Direct Traffic,No,No,1,5.0,1816,5.0,Page Visited on Website,Supply Chain Management,,No,No,No,No,No,No,13.0,16.0,No
621739,Landing Page Submission,Organic Search,No,No,0,3.0,402,1.5,Had a Phone Conversation,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
584202,API,Chat,No,No,1,4.0,1137,1.33,Unreachable,Operations Management,Working Professional,No,No,No,No,No,No,15.0,14.0,Yes
588677,API,Organic Search,No,No,1,3.0,1025,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
652707,Landing Page Submission,Google,No,No,1,5.0,285,5.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
627528,API,Google,No,No,1,3.0,929,1.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
584650,Landing Page Submission,Direct Traffic,Yes,No,0,4.0,543,4.0,Page Visited on Website,International Business,,No,No,No,No,No,No,15.0,18.0,Yes
639869,Landing Page Submission,Direct Traffic,No,No,0,3.0,413,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
631613,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
615063,Landing Page Submission,Direct Traffic,No,No,0,8.0,598,4.0,Converted to Lead,,Student,No,No,No,No,No,No,,,No
608330,Lead Add Form,Reference,No,No,1,,940,,,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
655065,Landing Page Submission,Google,No,No,0,5.0,486,5.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,18.0,No
583641,API,Google,No,No,0,8.0,33,1.6,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
616955,Landing Page Submission,Google,No,No,0,5.0,236,5.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,No
590107,Landing Page Submission,Google,No,No,1,6.0,1639,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,18.0,No
626569,Landing Page Submission,Google,No,No,0,5.0,122,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
656381,Landing Page Submission,Direct Traffic,No,No,0,3.0,1346,3.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,13.0,17.0,Yes
642907,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
606126,Landing Page Submission,Direct Traffic,No,No,0,4.0,497,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
589672,Landing Page Submission,Direct Traffic,No,No,1,17.0,1056,4.25,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
586246,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
614324,Landing Page Submission,Google,No,No,1,2.0,1507,2.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
591340,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
595388,Landing Page Submission,Google,No,No,0,4.0,275,4.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
611029,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Student,No,No,No,No,No,No,,,No
642531,Landing Page Submission,Direct Traffic,No,No,1,7.0,1126,7.0,Email Opened,Media and Advertising,Working Professional,No,No,No,No,No,No,15.0,17.0,Yes
639249,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
596425,API,Organic Search,No,No,1,3.0,1508,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
646768,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
652441,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,15.0,15.0,No
591473,API,Google,No,No,0,2.0,60,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
633795,Landing Page Submission,Google,No,No,0,4.0,208,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
635693,Landing Page Submission,Organic Search,No,No,0,3.0,261,3.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,14.0,17.0,No
641763,Landing Page Submission,Organic Search,No,No,0,5.0,29,5.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
606886,Landing Page Submission,Direct Traffic,No,No,0,2.0,3,2.0,Email Opened,Retail Management,Unemployed,No,No,No,No,No,No,,,No
590608,Landing Page Submission,Google,No,No,1,7.0,1118,3.5,SMS Sent,IT Projects Management,,No,No,No,No,No,No,15.0,13.0,No
583520,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
605857,Landing Page Submission,Direct Traffic,No,No,0,2.0,78,2.0,Page Visited on Website,Marketing Management,,No,No,No,No,No,No,,,Yes
659685,API,Referral Sites,No,No,0,3.0,335,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No
639056,Landing Page Submission,Organic Search,No,No,1,5.0,1728,5.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,15.0,Yes
587404,Landing Page Submission,Google,No,No,1,3.0,1029,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
659820,Landing Page Submission,Direct Traffic,No,No,0,4.0,219,4.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,13.0,18.0,No
656594,API,Chat,No,No,1,0.0,0,0.0,Unreachable,Finance Management,Unemployed,No,No,No,No,No,No,16.0,16.0,No
623251,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
651764,API,Google,No,No,1,6.0,442,6.0,Converted to Lead,Marketing Management,Working Professional,No,No,No,No,No,No,15.0,15.0,No
619890,Landing Page Submission,Direct Traffic,No,No,1,6.0,78,6.0,Page Visited on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
603364,Landing Page Submission,Direct Traffic,No,No,0,2.0,1319,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
599320,Landing Page Submission,Direct Traffic,No,No,1,4.0,195,4.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
614878,Landing Page Submission,Direct Traffic,No,No,0,3.0,127,3.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,Yes
589663,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,321,2.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,13.0,16.0,No
580911,API,Organic Search,No,No,1,6.0,356,2.0,Email Opened,,,No,No,No,No,No,No,15.0,15.0,No
629918,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
589866,Landing Page Submission,Google,No,No,0,3.0,260,3.0,Form Submitted on Website,Business Administration,Unemployed,No,No,No,No,No,No,9.0,17.0,No
648872,API,Organic Search,No,No,0,3.0,50,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
645610,API,Direct Traffic,No,No,0,4.0,446,1.33,Email Opened,,,No,No,No,No,No,No,,,No
610568,API,Google,No,No,0,1.0,16,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,,,No
655772,API,Organic Search,No,No,0,11.0,220,11.0,Page Visited on Website,Operations Management,Unemployed,No,No,No,No,No,No,16.0,15.0,Yes
605232,API,Chat,No,No,0,3.0,387,1.0,Chat Conversation,,,No,No,No,No,No,No,,,No
640385,API,Google,No,No,1,10.0,1489,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
605649,Landing Page Submission,Direct Traffic,No,No,0,2.0,1191,2.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
657318,API,Google,No,No,0,4.0,97,4.0,Chat Conversation,,,No,No,No,No,No,No,15.0,15.0,No
609043,Landing Page Submission,Google,Yes,No,0,5.0,78,5.0,SMS Sent,IT Projects Management,,No,No,No,No,No,No,,,No
614846,Landing Page Submission,Google,No,No,1,4.0,905,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
612231,API,Organic Search,No,No,1,3.0,951,1.5,SMS Sent,Retail Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No
587577,Landing Page Submission,Organic Search,No,No,0,6.0,1806,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,Yes
634631,Landing Page Submission,Direct Traffic,No,No,0,2.0,258,2.0,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,14.0,16.0,Yes
593816,Landing Page Submission,Organic Search,No,No,0,6.0,360,6.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,No
587032,Landing Page Submission,Direct Traffic,No,No,0,2.0,1451,2.0,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
584683,Landing Page Submission,Direct Traffic,No,No,1,3.0,1011,3.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,14.0,13.0,Yes
599075,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Student,No,No,No,No,No,No,,,No
594366,API,Google,No,No,1,4.0,699,4.0,SMS Sent,IT Projects Management,,No,No,No,No,No,No,,,No
593946,API,Organic Search,No,No,0,6.0,1439,6.0,SMS Sent,,,No,No,No,No,No,No,,,No
621856,Landing Page Submission,Direct Traffic,No,No,1,10.0,1523,2.5,Email Opened,Healthcare Management,Working Professional,No,No,No,No,No,No,,,Yes
654190,Lead Import,Facebook,No,No,0,,345,,,Select,Unemployed,No,No,No,No,No,No,13.0,13.0,No
601921,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
621044,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
586864,Landing Page Submission,Direct Traffic,No,No,0,7.0,340,2.33,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
598818,Lead Add Form,Reference,No,No,1,5.0,1790,1.25,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
639583,Landing Page Submission,Organic Search,No,No,1,7.0,1242,3.5,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
608791,Landing Page Submission,Direct Traffic,No,No,1,8.0,1568,8.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
609659,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
590153,Landing Page Submission,Direct Traffic,No,No,0,4.0,236,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,10.0,18.0,Yes
584514,Landing Page Submission,Direct Traffic,No,No,0,1.0,261,1.0,Converted to Lead,E-COMMERCE,Unemployed,No,No,No,No,No,No,16.0,15.0,Yes
614865,API,Google,No,No,1,2.0,252,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
617515,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
597310,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,385,2.0,Email Bounced,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
616127,Landing Page Submission,Google,No,No,0,4.0,930,4.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,No
642028,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,13.0,15.0,No
584568,Landing Page Submission,Direct Traffic,No,No,0,2.0,33,2.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,13.0,Yes
592664,API,Google,No,No,0,2.0,291,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
592219,Landing Page Submission,Direct Traffic,No,No,0,4.0,54,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
586757,API,Google,No,No,1,2.0,780,2.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,15.0,No
622285,API,Google,No,No,1,2.0,957,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
615616,API,Organic Search,No,No,1,2.0,1106,2.0,SMS Sent,,,No,No,No,No,No,No,,,No
622630,API,Referral Sites,No,No,0,3.0,536,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
612288,Landing Page Submission,Google,No,No,1,3.0,1031,3.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
611224,Landing Page Submission,Organic Search,Yes,No,0,5.0,245,2.5,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
590592,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,14.0,No
628626,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
654572,API,Google,No,No,0,1.0,41,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
583924,Landing Page Submission,Direct Traffic,No,No,1,3.0,1353,3.0,Email Opened,Healthcare Management,Student,No,No,No,No,No,No,15.0,17.0,Yes
659369,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Link Clicked,Business Administration,Working Professional,No,No,No,No,No,No,14.0,19.0,No
634844,API,Google,No,No,1,2.0,1551,1.0,SMS Sent,,,No,No,No,No,No,No,15.0,15.0,No
639471,API,Google,No,No,1,3.0,25,3.0,SMS Sent,Select,Working Professional,No,No,No,No,No,No,13.0,15.0,No
645381,Landing Page Submission,Google,Yes,No,0,5.0,1369,2.5,Email Bounced,Marketing Management,Unemployed,No,No,No,No,No,No,12.0,17.0,No
653049,API,Organic Search,No,No,0,2.0,8,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
590526,Landing Page Submission,Google,No,No,0,4.0,1101,4.0,SMS Sent,Hospitality Management,Unemployed,No,No,No,No,No,No,13.0,15.0,No
629955,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,1577,2.0,SMS Sent,Hospitality Management,,No,No,No,No,No,No,,,Yes
629280,Landing Page Submission,Organic Search,No,No,0,6.0,508,6.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
630510,Landing Page Submission,Direct Traffic,No,No,1,4.0,390,4.0,Email Opened,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,,,No
609951,API,Google,No,No,0,4.0,219,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
647993,Lead Import,Facebook,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,14.0,No
653246,Landing Page Submission,Organic Search,Yes,No,0,5.0,115,5.0,SMS Sent,Healthcare Management,,No,No,No,No,No,No,14.0,13.0,Yes
589083,Landing Page Submission,Direct Traffic,No,No,1,3.0,1517,3.0,Email Opened,Services Excellence,Working Professional,No,No,No,No,No,No,15.0,15.0,Yes
587341,Lead Add Form,Reference,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
623349,Landing Page Submission,Google,No,No,1,6.0,320,3.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,No
635889,API,Google,No,No,1,3.0,1283,3.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
611048,Landing Page Submission,Google,No,No,1,4.0,849,4.0,SMS Sent,"Banking, Investment And Insurance",,No,No,No,No,No,No,,,No
631529,Landing Page Submission,Direct Traffic,No,No,0,6.0,1073,3.0,Converted to Lead,Healthcare Management,,No,No,No,No,No,No,13.0,15.0,No
634911,Landing Page Submission,Google,No,No,0,3.0,280,3.0,Email Opened,Marketing Management,,No,No,No,No,No,No,13.0,18.0,Yes
629357,API,Google,No,No,1,5.0,883,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
607101,API,Google,No,No,1,4.0,357,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
637414,Landing Page Submission,Organic Search,No,No,0,4.0,337,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
650655,API,Direct Traffic,No,No,0,7.0,1028,3.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
591990,API,Organic Search,No,No,1,7.0,248,7.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,15.0,No
610590,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
611052,Landing Page Submission,Google,Yes,No,0,3.0,242,3.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
651993,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
619603,Landing Page Submission,Google,No,No,0,2.0,315,2.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
583373,Landing Page Submission,Direct Traffic,No,No,1,5.0,1578,5.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
